top_artist,loyalty_score,dominant_era,avg_duration,length_personality,explicit_pct,clean_pct,unique_artists,diversity_score,diversity_label
ENHYPEN,42.0,Current,2.96,Sweet Spot — classic pop song length,2.0,98.0,22,44.0,Balanced — mix of favourites and exploration
